Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos
484,Butch Davis,36,TEX,AL,-0.1,4,17,17,2,4,3,0,0,0,1,0,0,3,0.235,0.235,0.412,0.647,64,0.287,48,7,0,0,0,0,0,/9
485,Russ Davis,24,NYY,AL,-0.3,4,14,14,0,2,0,0,0,1,0,0,0,4,0.143,0.143,0.143,0.286,-24,0.13,-46,2,1,0,0,0,0,/5
486,Mark Davis*,33,SDP,NL,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
487,José DeLeón,33,CHW,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
488,Rich DeLucia,29,CIN,NL,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
489,Mark Dewey,29,PIT,NL,0.1,45,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,424,0.899,483,1,0,0,0,0,0,1
490,Mario Díaz,32,FLA,NL,0.8,32,85,77,10,25,4,2,0,11,0,0,6,6,0.325,0.376,0.429,0.805,108,0.357,105,33,1,1,0,1,0,H5/46
491,Steve Dixon*,24,STL,NL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
492,Doug Drabek,31,HOU,NL,0.6,24,65,58,4,14,0,1,0,6,0,0,0,10,0.241,0.262,0.276,0.538,44,0.287,60,16,0,2,4,1,0,1/H
493,Brian Drahman,27,FLA,NL,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
494,Darren Dreifort,22,LAD,NL,0.1,28,2,1,0,1,0,0,0,1,0,0,0,0,1,1,1,2,440,0.899,883,1,0,0,1,0,0,1/H
495,Rob Ducey*,29,TEX,AL,-0.6,11,31,29,1,5,1,0,0,1,0,0,2,1,0.172,0.226,0.207,0.433,14,0.204,1,6,1,0,0,0,0,9/H
496,Steve Dunn*,24,MIN,AL,-0.3,14,36,35,2,8,5,0,0,4,0,0,1,12,0.229,0.25,0.371,0.621,58,0.269,44,13,1,0,0,0,0,3/H
497,Mike Dyer,27,PIT,NL,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-142,0,0,0,0,0,0,1
498,Dennis Eckersley,39,OAK,AL,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
499,Tom Edens,33,2TM,NL,0,42,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-270,0,0,0,1,0,0,1
499,Tom Edens,33,HOU,NL,0,39,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-270,0,0,0,1,0,0,1
499,Tom Edens,33,PHI,NL,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
500,Robert Eenhoorn,26,NYY,AL,0.1,3,4,4,1,2,1,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25,223,0.539,231,3,0,0,0,0,0,/6H
501,Joey Eischen*,24,MON,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
502,Donnie Elliott,25,SDP,NL,0,30,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-375,0,0,0,1,0,0,1
503,Kevin Elster,29,NYY,AL,-0.5,7,22,20,0,0,0,0,0,0,0,0,1,6,0,0.048,0,0.048,-86,0.035,-121,0,0,0,1,0,0,/6
504,Bryan Eversgerd,25,STL,NL,-0.1,40,8,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-227,0,0,0,2,0,0,1
505,Jorge Fábregas*,24,CAL,AL,-0.6,43,135,127,12,36,3,0,0,16,2,1,7,18,0.283,0.321,0.307,0.628,64,0.293,60,39,5,0,1,0,1,2/H
506,Rikkert Faneyte,25,SFG,NL,-0.4,19,29,26,1,3,3,0,0,4,0,0,3,11,0.115,0.207,0.231,0.438,17,0.204,4,6,1,0,0,0,0,H/98
507,Jeff Fassero*,31,MON,NL,-0.2,21,55,44,1,3,0,1,0,0,0,0,2,27,0.068,0.109,0.114,0.222,-42,0.144,-74,5,0,0,9,0,0,1
508,Mike Felder#,32,HOU,NL,-0.5,58,123,117,10,28,2,2,0,13,3,0,4,12,0.239,0.264,0.291,0.555,48,0.263,40,34,1,0,2,0,0,H9/78
509,Mike Fetters,29,MIL,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
510,John Flaherty,26,DET,AL,-0.4,34,44,40,2,6,1,0,0,4,0,1,1,11,0.15,0.167,0.175,0.342,-11,0.186,-8,7,1,0,2,1,0,2/DH
511,Bryce Florie,24,SDP,NL,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
512,Tim Fortugno*,32,CIN,NL,0,25,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,76,0.3,69,1,0,0,0,0,0,1
513,Kevin Foster,25,CHC,NL,0,13,31,27,2,2,0,0,0,0,0,0,1,12,0.074,0.107,0.074,0.181,-51,0.155,-50,2,0,0,3,0,0,1
514,John Franco*,33,NYM,NL,0,47,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-146,0,0,0,0,0,0,1
515,John Frascatore,24,STL,NL,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-142,0,0,0,0,0,0,/1
516,Willie Fraser,30,FLA,NL,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
517,Lou Frazier#,29,MON,NL,0.6,76,160,140,25,38,3,1,0,14,20,4,18,23,0.271,0.358,0.307,0.666,76,0.335,78,43,1,1,1,0,0,H7/483
518,Steve Frey,30,SFG,NL,0,44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
519,Jeff Frye,27,TEX,AL,1.2,57,243,205,37,67,20,3,0,18,6,1,29,23,0.327,0.408,0.454,0.861,124,0.4,132,93,1,1,5,3,0,4/H5D
520,Mark Gardner,32,FLA,NL,-0.2,20,30,25,0,1,0,0,0,0,0,0,0,10,0.04,0.077,0.04,0.117,-68,0.098,-107,1,0,1,4,0,0,1
521,Jeff Gardner*,30,MON,NL,-0.2,18,35,32,4,7,0,1,0,1,0,0,3,5,0.219,0.286,0.281,0.567,49,0.287,56,9,1,0,0,0,0,/5H4
522,Tom Glavine*,28,ATL,NL,0.1,26,70,56,4,10,1,0,0,3,0,0,5,15,0.179,0.246,0.196,0.442,17,0.212,-13,11,0,0,9,0,0,1/H
523,Jerry Goff*,30,PIT,NL,-0.4,8,26,25,0,2,0,0,0,1,0,0,0,11,0.08,0.08,0.08,0.16,-58,0.109,-77,2,1,0,1,0,0,/2H
524,Pat Gomez*,26,SFG,NL,0,26,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-265,0,0,0,1,0,0,1
525,Alex Gonzalez,21,TOR,AL,-0.1,15,59,53,7,8,3,1,0,1,3,0,4,17,0.151,0.224,0.245,0.469,22,0.229,7,13,2,1,1,0,0,6
526,Dwight Gooden,29,NYM,NL,0,7,16,12,1,2,0,0,0,2,0,0,0,1,0.167,0.167,0.167,0.333,-12,0.15,-86,2,0,0,4,0,0,/1
527,Tom Goodwin*,25,KCR,AL,-0.1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-142,0,0,0,0,0,0,/9DH
528,Rich Gossage,42,SEA,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
529,Jim Gott,34,LAD,NL,0,37,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
530,Mauro Gozzo,28,NYM,NL,0.2,23,18,16,1,4,1,0,0,1,0,0,1,3,0.25,0.294,0.313,0.607,60,0.275,47,5,0,0,1,0,0,1
531,Craig Grebeck,29,CHW,AL,1,35,113,97,17,30,5,0,0,5,0,0,12,5,0.309,0.391,0.361,0.752,98,0.366,112,35,1,1,3,0,0,46/5H
532,Shawn Green*,21,TOR,AL,-0.7,14,34,33,1,3,1,0,0,1,1,0,1,8,0.091,0.118,0.121,0.239,-38,0.145,-44,4,1,0,0,0,0,9-Jul
533,Tommy Greene,27,PHI,NL,0.2,7,15,13,2,5,1,0,0,1,0,0,1,4,0.385,0.429,0.462,0.89,131,0.398,137,6,2,0,1,0,0,/1
534,Willie Greene*,22,CIN,NL,0,16,44,37,5,8,2,0,0,3,0,0,6,14,0.216,0.318,0.27,0.588,57,0.267,43,10,1,0,0,1,1,5/H7
535,Eric Gunderson,28,NYM,NL,0,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
536,José Guzmán,31,CHC,NL,-0.1,4,9,8,0,0,0,0,0,0,0,0,1,4,0,0.111,0,0.111,-67,0.079,-90,0,0,0,0,0,0,/1
537,John Habyan,30,STL,NL,0,52,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,,0.713,358,0,0,0,0,0,0,1
538,Joey Hamilton,23,SDP,NL,-0.6,16,48,40,0,0,0,0,0,1,0,0,2,24,0,0.047,0,0.047,-86,0.033,-146,0,0,0,5,1,0,1
539,Chris Hammond*,28,FLA,NL,0,13,27,22,1,3,1,0,0,1,0,0,2,12,0.136,0.208,0.182,0.39,3,0.187,-30,4,0,0,3,0,0,1
540,Mike Hampton,21,HOU,NL,0,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-133,0,0,0,0,0,0,1
541,Dave Hansen*,25,LAD,NL,0.4,40,49,44,3,15,3,0,0,5,0,0,5,5,0.341,0.408,0.409,0.817,120,0.389,136,18,0,0,0,0,0,H/5
542,Erik Hanson,29,CIN,NL,-0.2,22,41,39,3,6,1,0,0,3,0,0,0,17,0.154,0.154,0.179,0.333,-13,0.148,-48,7,2,0,2,0,0,1
543,Shawn Hare*,27,NYM,NL,-0.4,22,44,40,7,9,1,1,0,2,0,0,4,11,0.225,0.295,0.3,0.595,57,0.314,78,12,4,0,0,0,0,7/H
544,Mike Harkey,27,COL,NL,0.1,24,26,22,1,4,0,0,0,3,0,0,0,8,0.182,0.182,0.182,0.364,-10,0.205,-37,4,0,0,4,0,0,1
545,Pete Harnisch#,27,HOU,NL,0,18,37,35,5,6,3,0,0,0,0,0,0,10,0.171,0.171,0.257,0.429,13,0.185,-16,9,1,0,2,0,0,1/H
546,Gene Harris,29,SDP,NL,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-142,0,0,0,0,0,0,1
547,Greg Harris,30,COL,NL,0,29,46,40,2,7,2,0,0,2,0,0,2,15,0.175,0.214,0.225,0.439,8,0.201,-30,9,1,0,4,0,0,1
548,Lenny Harris*,29,CIN,NL,0.5,66,106,100,13,31,3,1,0,14,7,2,5,13,0.31,0.34,0.36,0.7,84,0.354,102,36,0,0,0,1,0,H5/394
549,Bryan Harvey,31,FLA,NL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
550,Heath Haynes,25,MON,NL,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
551,Eric Helfand*,25,OAK,AL,-0.1,7,6,6,1,1,0,0,0,1,0,0,0,1,0.167,0.167,0.167,0.333,-10,0.151,-26,1,0,0,0,0,0,/2H
552,Rod Henderson,23,MON,NL,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-142,0,0,0,0,0,0,/1
553,Butch Henry*,25,MON,NL,0.5,24,39,31,5,9,1,0,0,2,0,0,3,6,0.29,0.353,0.323,0.676,78,0.339,92,10,1,0,5,0,0,1
554,Doug Henry,30,MIL,AL,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-138,0,0,0,0,0,0,1
555,Gil Heredia,28,MON,NL,0.2,39,16,16,1,5,0,0,0,1,0,0,0,2,0.313,0.313,0.313,0.625,64,0.338,93,5,0,0,0,0,0,1
556,Xavier Hernandez*,28,NYY,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
557,Jeremy Hernandez,27,FLA,NL,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-142,0,0,0,0,0,0,1
558,Orel Hershiser,35,LAD,NL,0.5,22,52,44,4,9,0,0,0,4,1,0,2,10,0.205,0.245,0.205,0.449,22,0.252,31,9,0,1,3,2,0,1
559,Bryan Hickerson*,30,SFG,NL,0.2,28,31,27,1,5,1,0,0,0,0,0,1,9,0.185,0.241,0.222,0.464,26,0.249,32,6,0,1,2,0,0,1
560,Milt Hill,28,ATL,NL,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
561,Ken Hill,28,MON,NL,-0.1,24,67,48,1,7,0,0,0,2,0,0,3,17,0.146,0.196,0.146,0.342,-9,0.183,-54,7,2,0,16,0,0,1/H
562,Eric Hillman*,28,NYM,NL,-0.1,11,9,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,-176,0,0,0,1,0,0,1
563,Denny Hocking#,24,MIN,AL,0.3,11,31,31,3,10,3,0,0,2,2,0,0,4,0.323,0.323,0.419,0.742,90,0.34,82,13,1,0,0,0,0,6/H
564,Trevor Hoffman,26,SDP,NL,-0.1,47,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-226,0,0,0,1,0,0,1
565,Ray Holbert,23,SDP,NL,0,5,5,5,1,1,0,0,0,0,0,0,0,4,0.2,0.2,0.2,0.4,6,0.18,-15,1,0,0,0,0,0,/H6
566,Darren Holmes,28,COL,NL,0,29,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-158,0,0,0,0,0,0,1
567,Rick Honeycutt*,40,TEX,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
568,John Hope,23,PIT,NL,0,9,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,75,0.3,66,1,0,0,0,0,0,/1
569,Charlie Hough,46,FLA,NL,-0.2,21,38,33,1,4,0,0,0,0,0,0,1,9,0.121,0.147,0.121,0.268,-29,0.154,-56,4,3,0,4,0,0,1
570,Chris Howard,28,SEA,AL,0,9,29,25,2,5,1,0,0,2,0,0,1,6,0.2,0.25,0.24,0.49,27,0.227,12,6,0,1,1,1,0,/2
571,Dann Howitt*,30,CHW,AL,0.1,10,15,14,4,5,3,0,0,0,0,0,1,7,0.357,0.4,0.571,0.971,150,0.419,148,8,1,0,0,0,0,/93H78
572,John Hudek#,27,HOU,NL,0,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
573,Brian Hunter,23,HOU,NL,0.1,6,26,24,2,6,1,0,0,0,2,1,1,6,0.25,0.28,0.292,0.572,53,0.258,40,7,0,0,1,0,0,/8
574,Jonathan Hurst,27,NYM,NL,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
575,Tim Hyers*,22,SDP,NL,-0.3,52,129,118,13,30,3,0,0,7,3,0,9,15,0.254,0.307,0.28,0.587,57,0.284,54,33,1,0,2,0,0,3H/9
576,Blaise Ilsley*,30,CHC,NL,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-142,0,0,0,0,0,0,1
577,Riccardo Ingram,27,DET,AL,-0.4,12,25,23,3,5,0,0,0,2,0,1,1,2,0.217,0.24,0.217,0.457,20,0.189,4,5,0,0,0,1,0,/7H8D
578,Chuck Jackson,31,TEX,AL,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-138,0,0,0,0,0,0,/5DH
579,Mike Jackson,29,SFG,NL,0,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-367,0,0,0,1,0,0,1
580,Danny Jackson,32,PHI,NL,-0.1,26,68,57,3,9,2,1,0,7,0,0,2,24,0.158,0.186,0.228,0.415,7,0.185,-35,13,1,0,9,0,0,1/H
581,Jason Jacome*,23,NYM,NL,-0.2,8,17,16,0,1,0,0,0,1,0,0,0,9,0.063,0.063,0.063,0.125,-67,0.056,-119,1,0,0,1,0,0,/1
582,Kevin Jarvis*,24,CIN,NL,0,6,6,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,32,0.225,-28,1,0,0,2,0,0,/1
583,Mike Jeffcoat*,34,FLA,NL,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
584,Erik Johnson,28,SFG,NL,-0.3,5,13,13,0,2,0,0,0,0,0,0,0,4,0.154,0.154,0.154,0.308,-17,0.138,-42,2,0,0,0,0,0,/4H6
585,Joel Johnston,27,PIT,NL,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
586,John Johnstone,25,FLA,NL,0,17,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,1
587,Todd Jones*,26,HOU,NL,0.1,48,5,5,0,2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,115,0.36,114,2,0,0,0,0,0,1
588,Doug Jones,37,PHI,NL,0.1,47,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,422,0.899,483,1,0,0,0,0,0,1
589,Chris Jones,28,COL,NL,-0.3,21,42,40,6,12,2,1,0,2,0,1,2,14,0.3,0.333,0.4,0.733,79,0.302,62,16,1,0,0,0,1,8/H7
590,Bobby Jones,24,NYM,NL,-0.1,24,54,46,3,5,1,0,0,1,0,0,0,19,0.109,0.109,0.13,0.239,-38,0.145,-67,6,0,0,8,0,0,1
591,Jeff Juden,23,PHI,NL,-0.1,6,11,9,0,1,0,0,0,1,0,0,0,6,0.111,0.111,0.111,0.222,-42,0.1,-118,1,0,0,2,0,0,/1
592,Darryl Kile,25,HOU,NL,0,24,57,47,3,7,4,0,0,2,0,0,0,28,0.149,0.167,0.234,0.401,6,0.177,-38,11,0,1,9,0,0,1
593,Kevin Koslofski*,27,KCR,AL,-0.1,2,6,4,2,1,0,0,0,0,0,0,2,1,0.25,0.5,0.25,0.75,100,0.328,77,1,0,0,0,0,1,/89H
594,Bill Krueger*,36,SDP,NL,0.3,8,14,12,1,6,1,0,0,0,0,0,0,3,0.5,0.5,0.583,1.083,186,0.48,214,7,0,0,2,0,0,/1
595,Mark Leonard*,29,SFG,NL,0.2,14,14,11,2,4,1,1,0,2,0,0,3,2,0.364,0.5,0.636,1.136,202,0.484,204,7,0,0,0,0,0,H/7
596,Curt Leskanic,26,COL,NL,0,8,6,6,1,1,1,0,0,2,0,0,0,2,0.167,0.167,0.333,0.5,18,0.21,-13,2,0,0,0,0,0,/1
597,Jesse Levis*,26,CLE,AL,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,425,0.907,477,1,0,0,0,0,0,/H
598,Richie Lewis,28,FLA,NL,0,45,6,5,1,0,0,0,0,0,0,0,1,1,0,0.167,0,0.167,-52,0.119,-64,0,0,0,0,0,0,1
599,Jon Lieber*,24,PIT,NL,-0.1,17,42,39,3,4,1,0,0,0,0,0,1,14,0.103,0.125,0.128,0.253,-34,0.163,-39,5,3,0,2,0,0,1
600,Doug Linton,29,NYM,NL,-0.1,32,9,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-216,0,0,0,2,0,0,1
601,Pat Listach#,26,MIL,AL,0.2,16,57,54,8,16,3,0,0,2,2,1,3,8,0.296,0.333,0.352,0.685,75,0.326,80,19,1,0,0,0,0,6/H
602,Greg Litton,29,BOS,AL,-0.8,11,22,21,2,2,0,0,0,1,0,0,0,5,0.095,0.091,0.095,0.186,-52,0.082,-86,2,0,0,0,1,0,/435HD
603,Tony Longmire*,25,PHI,NL,-0.6,69,153,139,10,33,11,0,0,17,2,1,10,27,0.237,0.289,0.317,0.606,57,0.282,51,44,5,1,1,2,1,H97
604,Brian Looney*,24,MON,NL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
605,John Mabry*,23,STL,NL,0.1,6,25,23,2,7,3,0,0,3,0,0,2,4,0.304,0.36,0.435,0.795,108,0.352,106,10,0,0,0,0,0,/9
606,Quinn Mack*,28,SEA,AL,-0.2,5,22,21,1,5,3,0,0,2,2,0,1,3,0.238,0.273,0.381,0.654,66,0.307,55,8,0,0,0,0,0,/78D
607,Greg Maddux,28,ATL,NL,0.2,25,73,63,5,14,2,0,0,2,0,0,1,19,0.222,0.234,0.254,0.488,27,0.219,-6,16,2,0,9,0,0,1
608,Mike Maddux*,32,NYM,NL,0,27,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-146,0,0,0,0,0,0,1
609,Mike Magnante*,29,KCR,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
610,Pat Mahomes,23,MIN,AL,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1/DH
611,Mike Maksudian*,28,CHC,NL,0.2,26,36,26,6,7,2,0,0,4,0,1,10,4,0.269,0.472,0.346,0.818,120,0.379,134,9,0,0,0,0,0,H/325
612,Josías Manzanillo,26,NYM,NL,-0.1,37,5,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-206,0,0,0,1,0,0,1
613,Ravelo Manzanillo*,30,PIT,NL,0.1,46,3,3,0,2,1,0,0,2,0,0,0,0,0.667,0.667,1,1.667,326,0.72,366,3,0,0,0,0,0,1
614,Tom Marsh,28,PHI,NL,0,8,20,18,3,5,1,1,0,3,0,0,1,1,0.278,0.316,0.444,0.76,94,0.377,121,8,0,0,1,0,0,/97H
615,Pedro Martínez*,25,SDP,NL,-0.1,48,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-142,0,0,0,0,0,0,1/H
616,Pedro Martínez,22,MON,NL,-0.2,24,53,44,1,4,0,1,0,5,0,0,3,21,0.091,0.146,0.136,0.282,-26,0.134,-69,6,1,0,5,1,0,1
617,Ramón Martínez*,26,LAD,NL,0.6,24,72,66,4,18,3,0,0,3,0,2,1,18,0.273,0.284,0.318,0.602,61,0.267,57,21,1,0,5,0,0,1
618,José Martínez,23,SDP,NL,0,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-148,0,0,0,0,0,0,/1
619,Roger Mason,36,2TM,NL,0,47,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
619,Roger Mason,36,PHI,NL,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
619,Roger Mason,36,NYM,NL,0,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1
620,Terry Mathews*,29,FLA,NL,0.2,24,6,6,1,3,1,0,0,0,0,0,0,2,0.5,0.5,0.667,1.167,199,0.51,214,4,0,0,0,0,0,1
621,Francisco Matos,24,OAK,AL,-0.3,14,30,28,1,7,1,0,0,2,1,0,1,2,0.25,0.267,0.286,0.552,49,0.255,39,8,1,0,0,1,0,4/HD
622,Tim Mauser,27,SDP,NL,0.1,35,6,4,0,1,0,0,0,0,0,0,1,3,0.25,0.4,0.25,0.65,78,0.322,83,1,0,0,1,0,0,1
623,Ray McDavid*,22,SDP,NL,-0.1,9,29,28,2,7,1,0,0,2,1,0,1,8,0.25,0.276,0.286,0.562,49,0.262,37,8,0,0,0,0,0,/7H89
624,Roger McDowell,33,LAD,NL,0,32,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-133,0,0,0,0,0,0,1
625,Chuck McElroy*,26,CIN,NL,0,52,6,6,0,1,0,0,0,1,0,0,0,3,0.167,0.167,0.167,0.333,-12,0.15,-40,1,0,0,0,0,0,1
626,Terry McGriff,30,STL,NL,-0.3,42,131,114,10,25,6,0,0,13,0,0,13,11,0.219,0.308,0.272,0.58,55,0.276,51,31,8,2,1,1,1,2/H
627,Jeff McKnight#,31,NYM,NL,-0.2,31,32,27,1,4,1,0,0,2,0,0,4,12,0.148,0.25,0.185,0.435,17,0.213,5,5,0,0,0,1,0,H/3
628,Greg McMichael,27,ATL,NL,0,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-142,0,0,0,0,0,0,1
629,Tony Menéndez,29,SFG,NL,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1
630,Kent Mercker*,26,ATL,NL,-0.5,20,43,37,0,2,0,0,0,2,0,0,2,15,0.054,0.1,0.054,0.154,-58,0.081,-106,2,0,0,3,1,0,1
631,Matt Merullo*,28,CLE,AL,-0.3,4,13,10,1,1,0,0,0,0,0,0,2,1,0.1,0.25,0.1,0.35,-4,0.197,-11,1,0,0,1,0,0,/2
632,Dan Miceli,23,PIT,NL,-0.1,28,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-149,0,1,0,0,0,0,1
633,Keith Miller,31,KCR,AL,0,5,15,15,1,2,0,0,0,0,0,0,0,3,0.133,0.133,0.133,0.267,-31,0.244,24,2,0,0,0,0,0,/75
634,Kurt Miller,21,FLA,NL,0,4,7,6,1,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-13,0.15,-67,1,0,0,1,0,0,/1
